f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
1803,25.05,11.6,-0.36,8.21,0.89,0.21,0.46,-0.36,0.65
1808,22.25,12.5,-0.37,10.12,0.88,0.23,0.56,-0.37,0.69
1814,18.5,14.77,-0.46,15.72,0.84,0.29,0.8,-0.46,0.75
1819,13.03,10.07,-0.44,11.87,0.85,0.28,0.77,-0.44,0.66
1824,13.82,14.02,-0.44,19.73,0.84,0.29,1.01,-0.44,0.72
1830,10.53,11.41,-0.45,18.24,0.85,0.28,1.08,-0.45,0.68
1835,7.48,10.11,-0.41,22.57,0.86,0.26,1.35,-0.41,0.61
1841,5.38,8.0,-0.48,23.88,0.84,0.29,1.49,-0.48,0.5
1846,5.51,10.32,-0.59,35.62,0.82,0.32,1.87,-0.59,0.54
1851,3.4,5.94,-0.9,36.29,0.73,0.46,1.75,-0.9,0.29
1857,3.27,5.74,-1.38,36.03,0.6,0.64,1.75,-1.38,0.28
1862,2.92,5.26,-1.95,44.59,0.46,0.79,1.8,-1.95,0.21
1868,3.23,7.72,-2.15,59.66,0.56,0.69,2.39,-2.15,0.31
1873,4.77,11.68,-2.59,54.64,0.64,0.59,2.45,-2.59,0.52
1878,5.24,14.08,-2.56,64.02,0.67,0.55,2.69,-2.56,0.59
1884,8.48,21.32,-2.8,73.41,0.75,0.44,2.51,-2.8,0.73
1889,10.58,25.27,-2.81,76.65,0.73,0.46,2.39,-2.81,0.79
1894,14.6,32.23,-2.9,84.46,0.77,0.41,2.21,-2.9,0.84
1900,14.81,30.17,-2.94,72.87,0.77,0.4,2.04,-2.94,0.84
1905,19.86,38.78,-2.95,85.74,0.77,0.41,1.95,-2.95,0.88
1911,25.79,47.03,-2.95,94.24,0.74,0.45,1.82,-2.95,0.91
1916,35.94,66.53,-2.98,131.62,0.78,0.39,1.85,-2.98,0.94
1921,35.17,62.22,-2.98,117.62,0.77,0.4,1.77,-2.98,0.94
1927,31.74,51.8,-2.99,91.33,0.75,0.44,1.63,-2.99,0.93
1932,43.95,65.67,-2.98,103.63,0.69,0.52,1.49,-2.98,0.95
1937,45.02,66.99,-2.99,105.33,0.71,0.49,1.49,-2.99,0.95
1943,60.9,88.68,-3.0,134.47,0.72,0.49,1.46,-3.0,0.96
1948,56.7,80.29,-3.06,118.63,0.81,0.35,1.42,-3.06,0.96
1954,73.33,101.79,-3.03,146.09,0.75,0.44,1.39,-3.03,0.97
1959,70.36,90.86,-2.99,121.32,0.64,0.59,1.29,-2.99,0.97
1964,71.38,91.41,-3.04,121.36,0.73,0.46,1.28,-3.04,0.96
1970,77.78,97.3,-2.98,125.43,0.59,0.65,1.25,-2.98,0.97
1975,81.23,100.26,-3.02,127.52,0.67,0.55,1.23,-3.02,0.97
1981,90.27,108.67,-3.02,134.58,0.67,0.56,1.2,-3.02,0.97
1986,85.66,98.98,-3.07,117.82,0.76,0.43,1.16,-3.07,0.97
1991,107.88,119.34,-3.05,135.2,0.71,0.5,1.11,-3.05,0.98
1997,122.68,135.38,-3.05,152.62,0.69,0.52,1.1,-3.05,0.98
2002,93.64,105.81,-3.06,122.78,0.73,0.47,1.13,-3.06,0.97
2007,81.61,85.66,-3.06,92.85,0.71,0.5,1.05,-3.06,0.97
2013,94.88,100.1,-3.09,108.69,0.82,0.33,1.05,-3.09,0.97
2018,100.24,102.13,-3.07,106.69,0.74,0.45,1.02,-3.07,0.98
2024,88.04,85.92,3.14,86.69,1.0,-0.0,0.98,3.14,0.97
2029,104.36,97.51,-3.14,93.91,0.99,0.02,0.93,-3.14,0.97
2034,86.04,72.78,-3.11,64.13,0.9,0.19,0.85,-3.11,0.96
2040,107.63,91.0,-3.04,79.51,0.67,0.55,0.85,-3.04,0.97
2045,66.37,57.12,-2.99,51.66,0.52,0.73,0.86,-2.99,0.95
2051,55.33,47.97,-3.0,44.12,0.53,0.72,0.87,-3.0,0.94
2056,51.4,45.63,-3.02,42.96,0.58,0.67,0.89,-3.02,0.94
2061,72.03,64.31,-2.98,59.81,0.47,0.78,0.89,-2.98,0.96
2067,57.87,52.54,-2.99,50.22,0.47,0.78,0.91,-2.99,0.95
2072,59.18,52.15,-3.08,48.16,0.76,0.42,0.88,-3.08,0.95
2077,67.84,54.89,-3.12,46.27,0.92,0.15,0.81,-3.12,0.96
2083,40.82,32.04,-3.04,27.1,0.68,0.54,0.78,-3.04,0.93
2088,51.5,41.08,-3.04,34.78,0.66,0.56,0.8,-3.04,0.94
2094,33.08,27.0,-3.07,24.07,0.74,0.45,0.82,-3.07,0.92
2099,31.63,25.86,-3.07,23.16,0.74,0.46,0.82,-3.07,0.91
2104,33.53,25.1,-3.06,20.57,0.75,0.43,0.75,-3.06,0.91
2110,31.84,24.17,-3.07,20.2,0.78,0.4,0.76,-3.07,0.91
2115,29.8,21.78,-3.12,17.71,0.92,0.15,0.73,-3.12,0.9
2121,29.25,22.1,-3.11,18.51,0.88,0.22,0.76,-3.11,0.9
2126,23.66,16.14,3.11,12.62,1.07,-0.15,0.68,3.11,0.87
2131,19.9,14.06,3.1,11.63,1.13,-0.28,0.71,3.1,0.85
2137,15.84,10.46,3.05,8.54,1.21,-0.48,0.66,3.05,0.81
2142,17.19,10.88,2.92,8.48,1.47,-1.15,0.63,2.92,0.81
2147,12.21,6.68,2.85,5.07,1.37,-0.87,0.55,2.85,0.72
2153,12.75,5.86,2.67,4.0,1.32,-0.74,0.46,2.67,0.67
2158,9.23,3.3,2.54,2.32,1.21,-0.48,0.36,2.54,0.51
2164,10.56,1.72,2.2,1.32,1.08,-0.18,0.16,2.2,0.21
2169,7.84,0.49,0.64,0.99,1.02,-0.03,0.06,0.64,0.03
2174,6.73,1.64,-1.01,1.54,0.93,0.14,0.24,-1.01,0.26
2180,4.13,1.78,-1.3,2.3,0.87,0.25,0.43,-1.3,0.33
2185,3.35,1.69,-1.55,2.8,0.83,0.31,0.5,-1.55,0.31
2191,3.5,2.51,-1.77,4.4,0.77,0.41,0.72,-1.77,0.41
2196,3.27,2.76,-2.03,5.58,0.71,0.5,0.84,-2.03,0.42
2201,4.72,4.96,-2.42,8.76,0.56,0.68,1.05,-2.42,0.6
2207,6.57,6.28,-2.61,8.67,0.45,0.79,0.96,-2.61,0.69
2212,7.55,7.28,-2.63,9.7,0.45,0.8,0.96,-2.63,0.72
2217,6.92,7.47,-2.53,10.75,0.54,0.71,1.08,-2.53,0.75
2223,10.77,9.98,-2.7,11.59,0.44,0.81,0.93,-2.7,0.8
2228,13.9,13.41,-2.64,15.24,0.49,0.76,0.96,-2.64,0.85
2234,16.81,16.33,-2.71,18.23,0.45,0.8,0.97,-2.71,0.87
2239,16.24,17.29,-2.74,20.88,0.44,0.81,1.06,-2.74,0.88
2244,17.88,18.41,-2.65,21.26,0.53,0.72,1.03,-2.65,0.89
2250,18.05,17.67,-2.74,19.59,0.47,0.78,0.98,-2.74,0.88
2255,21.55,23.34,-2.72,27.75,0.52,0.73,1.08,-2.72,0.91
2260,26.93,29.66,-2.77,35.18,0.51,0.74,1.1,-2.77,0.93
2266,21.13,21.89,-2.73,25.01,0.53,0.71,1.04,-2.73,0.91
2271,25.24,28.01,-2.84,33.54,0.49,0.76,1.11,-2.84,0.93
2277,25.48,27.73,-2.79,32.69,0.54,0.71,1.09,-2.79,0.92
2282,28.18,32.38,-2.86,39.84,0.55,0.7,1.15,-2.86,0.93
2287,29.49,33.1,-2.85,39.55,0.56,0.69,1.12,-2.85,0.94
2293,27.39,30.17,-2.87,35.7,0.55,0.7,1.1,-2.87,0.93
2298,30.5,33.49,-2.92,39.2,0.53,0.72,1.1,-2.92,0.94
2304,31.87,35.45,-2.93,41.85,0.56,0.68,1.11,-2.93,0.94
2309,33.12,35.29,-2.98,39.96,0.47,0.77,1.07,-2.98,0.94
2314,42.02,44.57,-3.04,49.53,0.41,0.83,1.06,-3.04,0.95
2320,37.78,39.95,-3.05,44.6,0.43,0.82,1.06,-3.05,0.95
2325,39.95,40.32,-3.07,42.9,0.24,0.94,1.01,-3.07,0.95
2330,50.44,46.92,-3.08,45.56,0.6,0.63,0.93,-3.08,0.96
2336,49.83,48.43,-3.06,49.11,0.46,0.79,0.97,-3.06,0.96
2341,42.3,39.15,-3.07,38.15,0.72,0.48,0.93,-3.07,0.95
2347,57.81,52.21,-3.06,49.13,0.84,0.3,0.9,-3.06,0.96
2352,49.79,43.83,-3.0,40.43,0.92,0.16,0.88,-3.0,0.95
2357,43.53,37.73,-3.0,34.51,0.97,0.06,0.87,-3.0,0.95
2363,58.07,49.72,-3.02,44.34,1.02,-0.04,0.86,-3.02,0.96
2368,57.69,49.88,-2.98,44.93,1.07,-0.15,0.86,-2.98,0.96
2374,61.13,52.9,-2.96,47.56,1.12,-0.26,0.87,-2.96,0.96
2379,53.62,46.32,-2.95,41.77,1.17,-0.38,0.86,-2.95,0.96
2384,71.44,63.58,-2.92,58.41,1.25,-0.55,0.89,-2.92,0.97
2390,54.98,48.43,-2.92,44.5,1.3,-0.69,0.88,-2.92,0.96
2395,57.48,51.81,-2.91,48.55,1.39,-0.92,0.9,-2.91,0.96
2400,51.24,46.08,-2.96,43.2,1.54,-1.38,0.9,-2.96,0.96
2406,51.87,47.55,-2.9,45.43,1.56,-1.44,0.92,-2.9,0.96
2411,36.65,34.21,-2.91,33.79,1.7,-1.89,0.93,-2.91,0.94
2417,50.14,46.84,-2.9,45.63,1.79,-2.22,0.93,-2.9,0.96
2422,37.21,33.32,-2.88,31.59,1.7,-1.88,0.9,-2.88,0.94
2427,53.47,48.17,-2.89,45.11,1.83,-2.37,0.9,-2.89,0.96
2433,34.92,33.09,-2.87,33.28,2.02,-3.08,0.95,-2.87,0.94
2438,44.12,41.16,-2.83,40.27,1.91,-2.66,0.93,-2.83,0.95
2444,27.95,24.61,-2.79,23.34,1.75,-2.08,0.88,-2.79,0.93
2449,23.88,23.03,-2.82,24.09,2.1,-3.4,0.96,-2.82,0.92
2454,28.04,27.4,-2.75,28.7,1.92,-2.69,0.98,-2.75,0.93
2460,23.38,25.42,-2.71,29.84,1.8,-2.25,1.09,-2.71,0.93
2465,14.2,14.96,-2.66,17.98,1.77,-2.12,1.05,-2.66,0.88
2470,13.25,14.86,-2.68,19.0,1.82,-2.32,1.12,-2.68,0.88
2476,10.94,12.63,-2.62,16.98,1.73,-1.98,1.15,-2.62,0.86
2481,9.43,12.62,-2.72,19.9,1.65,-1.71,1.34,-2.72,0.85
2487,6.65,8.38,-2.69,13.46,1.79,-2.2,1.26,-2.69,0.78
2492,6.39,8.24,-2.77,13.7,1.86,-2.44,1.29,-2.77,0.78
2497,5.65,7.7,-2.83,13.87,1.72,-1.95,1.36,-2.83,0.76
2503,3.96,4.84,-2.79,9.23,2.21,-3.89,1.22,-2.79,0.64
2508,3.67,4.94,-2.76,10.26,1.84,-2.37,1.34,-2.76,0.65
2514,2.62,3.08,-2.7,7.09,2.28,-4.22,1.18,-2.7,0.51
2519,2.55,3.49,-2.92,9.25,1.69,-1.84,1.37,-2.92,0.52
2524,1.82,2.04,-2.85,6.45,3.79,-13.39,1.12,-2.85,0.35
2530,1.92,2.4,-2.97,7.73,2.0,-2.98,1.25,-2.97,0.39
2535,1.46,1.26,3.04,4.52,0.53,0.72,0.86,3.04,0.24
2540,1.12,0.69,3.12,5.58,0.97,0.06,0.62,3.12,0.08
2546,1.03,0.55,1.54,4.53,0.82,0.33,0.53,1.54,0.06
2551,1.11,0.62,1.81,2.96,0.77,0.41,0.56,1.81,0.12
2557,1.12,0.74,1.64,3.18,0.77,0.4,0.66,1.64,0.15
2562,1.62,1.29,1.11,2.39,0.85,0.28,0.8,1.11,0.43
2567,1.66,1.19,1.15,2.03,0.84,0.29,0.72,1.15,0.42
2573,2.15,1.32,1.27,1.67,0.83,0.32,0.61,1.27,0.48
2578,2.68,1.47,1.35,1.5,0.82,0.33,0.55,1.35,0.54
2583,2.79,1.07,1.39,0.97,0.84,0.29,0.38,1.39,0.42
2589,4.35,1.55,1.66,1.08,0.82,0.33,0.36,1.66,0.51
2594,4.15,1.19,1.8,0.84,0.84,0.3,0.29,1.8,0.41
2600,5.42,1.33,2.22,0.85,0.85,0.27,0.24,2.22,0.38
2605,6.89,1.98,2.52,1.13,0.84,0.29,0.29,2.52,0.51
2610,7.53,2.65,2.76,1.6,0.84,0.29,0.35,2.76,0.58
2616,7.12,2.85,2.81,1.88,0.82,0.32,0.4,2.81,0.61
2621,9.29,3.96,2.87,2.4,0.82,0.32,0.43,2.87,0.7
2627,12.8,6.98,2.96,4.7,0.79,0.37,0.55,2.96,0.81
2632,13.01,7.71,2.99,5.56,0.77,0.4,0.59,2.99,0.82
2637,10.84,7.11,2.98,5.69,0.7,0.52,0.66,2.98,0.82
2643,13.73,8.89,3.01,6.8,0.75,0.44,0.65,3.01,0.85
2648,18.78,12.9,2.99,9.94,0.68,0.54,0.69,2.99,0.89
2653,18.27,13.14,2.99,10.58,0.64,0.59,0.72,2.99,0.89
2659,18.87,13.94,3.03,11.45,0.72,0.48,0.74,3.03,0.9
2664,22.16,15.9,2.94,12.5,0.57,0.68,0.72,2.94,0.91
2670,26.27,19.19,3.0,15.12,0.66,0.57,0.73,3.0,0.93
2675,19.09,14.77,3.02,12.62,0.66,0.57,0.77,3.02,0.91
2680,24.66,19.49,2.95,16.6,0.51,0.74,0.79,2.95,0.93
2686,19.7,16.48,2.97,15.06,0.51,0.74,0.84,2.97,0.91
2691,23.73,18.85,2.99,16.2,0.59,0.65,0.79,2.99,0.92
2697,23.04,18.37,3.01,15.85,0.64,0.59,0.8,3.01,0.92
2702,18.34,15.08,2.99,13.67,0.58,0.67,0.82,2.99,0.91
2707,19.11,16.37,2.94,15.29,0.46,0.79,0.86,2.94,0.92
2713,18.87,15.23,2.96,13.55,0.53,0.72,0.81,2.96,0.91
2718,19.12,15.89,2.98,14.5,0.55,0.7,0.83,2.98,0.91
2723,20.57,18.14,3.01,17.35,0.61,0.63,0.88,3.01,0.92
2729,19.37,16.27,3.07,14.88,0.79,0.38,0.84,3.07,0.92
2734,26.31,23.14,3.03,21.67,0.65,0.58,0.88,3.03,0.94
2740,15.85,13.55,3.03,12.88,0.67,0.55,0.85,3.03,0.9
2745,20.43,18.67,2.99,18.49,0.57,0.68,0.91,2.99,0.92
2750,17.1,14.91,3.05,14.31,0.71,0.49,0.87,3.05,0.91
2756,16.33,14.98,3.03,15.15,0.66,0.57,0.92,3.03,0.91
2761,13.88,12.87,3.06,13.35,0.74,0.45,0.93,3.06,0.89
2767,14.22,13.57,3.09,14.4,0.85,0.29,0.95,3.09,0.9
2772,11.08,11.04,3.08,12.61,0.8,0.36,1.0,3.08,0.87
2777,12.0,12.25,3.09,14.11,0.83,0.31,1.02,3.09,0.89
2783,10.94,11.87,3.1,14.62,0.85,0.27,1.09,3.1,0.88
2788,7.63,8.1,-3.14,10.31,1.02,-0.04,1.06,-3.14,0.83
2793,8.85,10.18,3.12,13.6,0.93,0.14,1.15,3.12,0.86
2799,7.8,9.4,3.09,13.39,0.86,0.27,1.21,3.09,0.85
2804,5.76,7.85,3.07,13.1,0.84,0.3,1.36,3.07,0.82
2810,5.25,6.69,3.02,10.77,0.71,0.5,1.28,3.02,0.79
2815,4.77,6.63,3.01,11.9,0.72,0.48,1.39,3.01,0.77
2820,4.69,7.17,3.01,14.02,0.76,0.43,1.53,3.01,0.78
2826,3.84,6.79,3.0,15.69,0.8,0.36,1.77,3.0,0.77
2831,3.66,5.74,2.92,12.3,0.65,0.58,1.57,2.92,0.73
2836,3.13,5.57,2.86,14.09,0.64,0.59,1.78,2.86,0.7
2842,2.15,3.96,2.82,12.23,0.62,0.61,1.84,2.82,0.6
2847,2.06,3.55,2.64,10.89,0.47,0.78,1.73,2.64,0.56
2853,2.28,4.23,2.47,12.61,0.45,0.79,1.86,2.47,0.62
2858,1.91,3.61,2.42,12.62,0.46,0.79,1.89,2.42,0.54
2863,1.14,1.84,2.45,9.33,0.35,0.87,1.6,2.45,0.32
2869,1.2,2.14,1.86,10.67,0.48,0.77,1.78,1.86,0.36
2874,1.35,2.17,1.82,8.79,0.45,0.8,1.61,1.82,0.4
2880,1.28,2.0,1.28,7.5,0.61,0.63,1.56,1.28,0.41
2885,1.61,2.28,1.1,5.99,0.65,0.58,1.42,1.1,0.54
2890,1.59,2.2,0.93,5.9,0.7,0.51,1.39,0.93,0.52
2896,2.0,2.58,0.93,5.41,0.69,0.52,1.29,0.93,0.61
2901,2.33,2.61,0.78,4.41,0.73,0.46,1.12,0.78,0.66
2906,2.68,2.63,0.52,3.64,0.81,0.34,0.98,0.52,0.71
2912,2.97,2.52,0.6,3.05,0.79,0.38,0.85,0.6,0.7
2917,3.32,2.4,0.67,2.47,0.77,0.41,0.72,0.67,0.7
2923,3.95,2.4,0.55,2.01,0.81,0.34,0.61,0.55,0.72
2928,4.85,2.14,0.62,1.38,0.81,0.34,0.44,0.62,0.69
2933,5.88,2.25,0.77,1.27,0.78,0.39,0.38,0.77,0.68
2939,5.65,1.87,0.59,1.02,0.84,0.29,0.33,0.59,0.61
2944,6.48,1.47,0.96,0.69,0.81,0.35,0.23,0.96,0.48
2950,6.61,1.4,1.11,0.68,0.79,0.37,0.21,1.11,0.44
2955,5.46,1.04,1.27,0.56,0.79,0.38,0.19,1.27,0.35
2960,7.39,1.09,1.46,0.55,0.82,0.33,0.15,1.46,0.29
2966,8.68,1.02,2.06,0.5,0.85,0.28,0.12,2.06,0.24
2971,8.38,1.12,2.3,0.54,0.85,0.28,0.13,2.3,0.28
2976,9.42,1.17,2.33,0.53,0.86,0.25,0.12,2.33,0.27
2982,14.08,2.31,2.64,0.8,0.87,0.24,0.16,2.64,0.47
2987,13.81,2.67,2.94,0.93,0.93,0.14,0.19,2.94,0.55
2993,11.66,2.32,2.8,0.89,0.88,0.22,0.2,2.8,0.52
2998,9.15,2.25,2.94,1.02,0.9,0.18,0.25,2.94,0.54
3003,10.66,2.86,3.09,1.23,0.97,0.06,0.27,3.09,0.62
3009,14.44,4.26,3.01,1.76,0.92,0.16,0.3,3.01,0.72
3014,12.62,4.36,-3.11,2.02,1.02,-0.05,0.35,-3.11,0.75
3020,10.29,3.72,3.09,1.88,0.96,0.09,0.36,3.09,0.71
3025,10.91,4.33,3.11,2.28,0.97,0.07,0.4,3.11,0.75
3030,11.68,4.97,-3.12,2.71,1.02,-0.04,0.43,-3.12,0.78
3036,15.52,7.05,-3.11,3.8,1.04,-0.08,0.45,-3.11,0.84
3041,15.6,8.01,-3.0,4.72,1.19,-0.42,0.51,-3.0,0.87
3046,14.65,7.9,-3.1,4.92,1.06,-0.13,0.54,-3.1,0.87
3052,15.76,8.68,-3.11,5.46,1.05,-0.1,0.55,-3.11,0.88
3057,12.39,7.77,-3.04,5.59,1.17,-0.38,0.63,-3.04,0.87
3063,15.58,10.62,-3.05,8.03,1.16,-0.35,0.68,-3.05,0.9
3068,12.02,8.23,-3.06,6.46,1.14,-0.29,0.68,-3.06,0.87
3073,12.71,9.18,-3.05,7.45,1.17,-0.37,0.72,-3.05,0.89
3079,13.92,10.73,-3.09,9.15,1.1,-0.2,0.77,-3.09,0.9
3084,14.8,11.8,-3.07,10.34,1.14,-0.29,0.8,-3.07,0.91
3090,14.6,12.07,-3.12,10.92,1.03,-0.07,0.83,-3.12,0.91
3095,12.38,10.84,-3.05,10.47,1.19,-0.42,0.88,-3.05,0.91
3100,10.37,9.85,3.14,10.45,0.99,0.01,0.95,3.14,0.9
3106,13.95,14.04,3.08,15.24,0.89,0.2,1.01,3.08,0.93
3111,7.85,7.78,3.12,8.92,0.96,0.09,0.99,3.12,0.86
3116,7.92,8.19,-3.12,9.68,1.03,-0.07,1.03,-3.12,0.87
3122,8.3,10.03,3.08,13.54,0.9,0.2,1.21,3.08,0.89
3127,8.12,10.55,3.09,15.2,0.92,0.16,1.3,3.09,0.9
3133,10.29,12.54,3.03,16.72,0.82,0.32,1.22,3.03,0.91
3138,7.97,10.15,3.06,14.58,0.87,0.24,1.27,3.06,0.89
3143,6.5,8.83,3.04,13.75,0.86,0.27,1.36,3.04,0.87
3149,6.84,10.13,3.06,16.92,0.89,0.21,1.48,3.06,0.89
3154,6.63,9.89,2.94,16.72,0.74,0.45,1.49,2.94,0.88
3159,5.83,9.27,2.94,16.92,0.76,0.43,1.59,2.94,0.87
3165,5.59,9.27,2.93,17.73,0.75,0.43,1.66,2.93,0.87
3170,4.49,7.96,2.9,16.8,0.74,0.45,1.77,2.9,0.84
3176,5.41,10.65,2.93,24.06,0.78,0.39,1.97,2.93,0.87
3181,2.82,5.49,2.79,14.02,0.67,0.55,1.95,2.79,0.76
3186,3.57,7.44,2.78,18.99,0.68,0.54,2.08,2.78,0.82
3192,2.26,5.01,2.53,14.79,0.55,0.7,2.22,2.53,0.75
3197,1.86,4.33,2.58,14.97,0.6,0.64,2.33,2.58,0.67
3203,1.51,4.05,2.53,17.21,0.62,0.61,2.68,2.53,0.63
3208,1.29,2.98,2.42,12.36,0.52,0.72,2.3,2.42,0.56
3213,1.17,3.07,2.06,14.37,0.49,0.76,2.62,2.06,0.56
3219,1.02,2.48,1.95,12.69,0.45,0.8,2.43,1.95,0.48
3224,0.97,2.23,1.73,11.27,0.43,0.82,2.31,1.73,0.46
3229,0.73,1.63,1.46,10.42,0.46,0.79,2.24,1.46,0.35
3235,1.0,2.47,1.08,11.53,0.58,0.67,2.46,1.08,0.53
3240,1.53,3.44,1.01,11.05,0.58,0.67,2.24,1.01,0.7
3246,2.03,4.55,0.87,13.14,0.62,0.61,2.24,0.87,0.78
3251,2.15,4.12,0.79,9.95,0.62,0.61,1.92,0.79,0.79
3256,2.63,4.19,0.79,8.0,0.59,0.65,1.59,0.79,0.84
3262,3.51,5.29,0.63,9.09,0.66,0.57,1.51,0.63,0.88
3267,3.81,4.86,0.71,7.01,0.6,0.64,1.28,0.71,0.88
3273,3.28,3.78,0.64,5.06,0.63,0.6,1.15,0.64,0.86
3278,5.9,5.68,0.62,5.94,0.64,0.6,0.96,0.62,0.92
3283,4.76,4.33,0.66,4.4,0.61,0.62,0.91,0.66,0.9
3289,6.54,5.3,0.65,4.69,0.62,0.62,0.81,0.65,0.91
3294,6.93,4.87,0.7,3.76,0.6,0.64,0.7,0.7,0.91
3299,10.92,7.07,0.71,4.91,0.61,0.63,0.65,0.71,0.93
3305,8.39,4.81,0.71,3.06,0.62,0.62,0.57,0.71,0.9
3310,9.45,4.64,0.74,2.55,0.63,0.6,0.49,0.74,0.89
3316,7.51,3.02,0.79,1.48,0.64,0.58,0.4,0.79,0.82
3321,9.83,3.83,0.89,1.75,0.62,0.62,0.39,0.89,0.85
3326,14.67,5.1,0.87,2.03,0.65,0.58,0.35,0.87,0.87
3332,12.54,3.51,1.06,1.27,0.65,0.58,0.28,1.06,0.78
3337,8.37,2.22,1.17,0.86,0.64,0.59,0.27,1.17,0.69
3343,10.75,2.14,1.31,0.71,0.7,0.52,0.2,1.31,0.6
3348,12.41,2.31,1.72,0.73,0.69,0.52,0.19,1.72,0.59
3353,12.49,2.18,1.77,0.69,0.71,0.49,0.17,1.77,0.55
3359,9.69,1.75,2.21,0.64,0.74,0.45,0.18,2.21,0.49
3364,12.15,2.51,2.49,0.86,0.77,0.4,0.21,2.49,0.6
3369,9.59,2.09,2.39,0.79,0.74,0.46,0.22,2.39,0.57
3375,8.85,2.63,2.53,1.18,0.7,0.51,0.3,2.53,0.66
3380,6.99,2.4,2.77,1.27,0.78,0.4,0.34,2.77,0.65
3386,8.55,2.86,2.72,1.41,0.76,0.42,0.33,2.72,0.68
3391,5.83,1.99,2.97,1.15,0.89,0.21,0.34,2.97,0.59
3396,8.05,3.41,2.96,1.94,0.86,0.26,0.42,2.96,0.74
3402,7.31,4.66,3.09,3.69,0.94,0.11,0.64,3.09,0.8
3407,4.91,3.99,2.78,4.1,0.65,0.58,0.81,2.78,0.79
3413,6.89,6.11,2.44,6.35,0.4,0.84,0.89,2.44,0.85
3418,8.53,5.75,2.39,4.59,0.42,0.82,0.67,2.39,0.85
3423,7.95,4.85,2.44,3.55,0.47,0.77,0.61,2.44,0.83
3429,9.18,5.42,2.64,3.85,0.6,0.64,0.59,2.64,0.83
3434,8.71,5.26,2.66,3.83,0.61,0.62,0.6,2.66,0.83
3439,11.54,7.73,2.76,5.86,0.67,0.56,0.67,2.76,0.88
3445,10.21,7.07,2.89,5.64,0.76,0.42,0.69,2.89,0.87
3450,9.05,6.27,2.88,5.1,0.76,0.42,0.69,2.88,0.85
3456,10.93,9.0,2.93,8.29,0.79,0.38,0.82,2.93,0.89
3461,7.35,6.04,2.95,5.89,0.81,0.34,0.82,2.95,0.84
3466,8.88,7.6,3.12,7.47,0.98,0.04,0.86,3.12,0.87
3472,5.83,5.85,3.11,7.08,0.97,0.07,1.0,3.11,0.83
3477,7.38,8.93,-3.1,12.38,1.04,-0.09,1.21,-3.1,0.87
3482,5.87,8.08,-3.14,12.92,1.0,-0.01,1.38,-3.14,0.86
3488,3.78,5.55,3.08,10.23,0.94,0.11,1.47,3.08,0.8
3493,4.13,6.63,3.08,12.89,0.95,0.11,1.61,3.08,0.83
3499,2.83,4.64,-3.13,9.99,1.01,-0.02,1.64,-3.13,0.76
3504,2.37,4.94,3.04,13.92,0.92,0.16,2.09,3.04,0.74
3509,2.34,4.89,3.07,13.66,0.95,0.11,2.09,3.07,0.75
3515,1.65,3.77,3.11,13.19,0.97,0.05,2.29,3.11,0.65
3520,1.2,2.87,2.92,12.45,0.85,0.27,2.38,2.92,0.55
3526,1.1,3.0,2.83,15.16,0.82,0.33,2.73,2.83,0.54
3531,0.96,2.7,2.81,15.9,0.81,0.34,2.8,2.81,0.47
3536,0.6,1.58,2.51,17.22,0.66,0.56,2.66,2.51,0.24
3542,0.53,1.16,2.27,14.97,0.52,0.73,2.18,2.27,0.17
3547,0.57,1.61,1.58,19.14,0.48,0.77,2.85,1.58,0.24
3552,0.53,1.4,1.21,14.97,0.48,0.77,2.63,1.21,0.25
3558,0.73,2.26,0.99,15.79,0.59,0.66,3.11,0.99,0.45
3563,1.13,4.03,0.92,21.3,0.64,0.59,3.55,0.92,0.67
3569,0.95,3.22,0.84,17.7,0.65,0.58,3.4,0.84,0.62
3574,0.76,2.06,0.66,10.63,0.65,0.58,2.72,0.66,0.53
3579,1.46,4.1,0.65,14.91,0.66,0.56,2.81,0.65,0.77
3585,1.58,4.65,0.65,17.68,0.67,0.55,2.95,0.65,0.78
3590,1.35,3.5,0.62,12.21,0.65,0.58,2.59,0.62,0.74
3596,1.61,4.09,0.56,13.16,0.67,0.55,2.54,0.56,0.79
3601,2.17,5.33,0.42,15.37,0.73,0.46,2.46,0.42,0.85
3606,2.73,6.06,0.49,15.17,0.68,0.54,2.22,0.49,0.89
3612,3.44,7.79,0.41,19.48,0.72,0.48,2.27,0.41,0.91
3617,2.57,5.48,0.39,13.26,0.73,0.47,2.13,0.39,0.88
3622,3.43,6.66,0.33,14.21,0.74,0.45,1.94,0.33,0.91
3628,4.28,7.48,0.25,14.04,0.78,0.38,1.75,0.25,0.93
3633,3.38,5.56,0.26,10.06,0.77,0.41,1.65,0.26,0.91
3639,3.68,5.75,0.31,9.72,0.73,0.47,1.56,0.31,0.92
3644,4.93,7.5,0.25,12.08,0.77,0.41,1.52,0.25,0.94
3649,4.75,6.4,0.3,9.12,0.72,0.48,1.35,0.3,0.95
3655,5.06,6.87,0.21,9.88,0.79,0.37,1.36,0.21,0.94
3660,5.53,7.05,0.22,9.47,0.77,0.4,1.28,0.22,0.95
3666,6.78,8.17,0.19,10.26,0.8,0.36,1.21,0.19,0.96
3671,5.91,6.95,0.21,8.55,0.78,0.39,1.18,0.21,0.96
